codigo;titulo;estado_projeto;data_solicitacao;data_ultima_atualizacao;huf;instituicao_proponente;classificacao_institucional;pesquisa_academica;envolve_seres_humanos;palavras_chave;populacao_alvo;tamanho_amostra;produtos_esperados;formacao_academica;tipo_dados;curso_area_conhecimento;abordagem_pesquisa;delineamento_estudo;tipo_estudo;cid;eh_estudo_multicentrico;eh_coordenador;instituicao_coordenadora_estudo;eh_projeto_coparticipacao;outras_instituicoes_participantes;tipo_fomento;instituicao_fomento;valor_bolsas;valor_custeio;valor_capital;valor_total_projeto;data_inicio_previsao;data_fim_previsao;previsao_coleta_dados_huf;data_inicio_coleta_previsao;data_fim_coleta_previsao;local_coleta_dados;possui_aprovacao_comite_etica
4284.0;“ESTIMULAÇÃO DO SISTEMA HIS-PURKINJE VERSUS ESTIMULAÇÃO BIVENTRICULAR NA RESSINCRONIZAÇÃO CARDÍACA EM PACIENTES COM INSUFICIÊNCIA CARDÍACA CONGESTIVA”;Aguardando aprovação do CEP;2022-07-19 12:04:00;2022-07-25 14:34:00;HU-UFPI;Hospital Universitário da Universidade Federal do Piauí;Pesquisa Acadêmica;Residência;True;Terapia de Ressincronização Cardíaca, Dispositivos de Terapia de Ressincronização Cardía, Insuficiência Cardíaca Congestiva;Pacientes portadores de insuficiência cardíaca crônica com FEVE < ou = a 35% e BRE com QRS > ou = a 130 ms.;304.0;Artigo, Guidelines, Resumo publicado em Anais, TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Coorte;Experimental/Clínico;Doenças do aparelho circulatório.;True;False;HOSPITAL MOINHOS DE VENTO;True;Hospital UniversitÃ¡rio da Universidade Federal do PiauÃ­;Público nacional;PROADI-SUS;0.0;0.0;2250.0;2250.0;2022-03-01;2023-10-31;True;2022-07-19;2023-07-31;Unidade Cardiovascular;
4801.0;Avaliação da qualidade de vida e prognóstico dos pacientes com angina pectoris tratados de acordo com as orientações de cardiologistas ambulatoriais da A.R.C.A. (Associações Regionais de Cardiologistas Ambulatoriais) Um registro multicêntrico, prospectivo e observacional.;Projeto aprovado;2022-08-31 10:37:00;2022-12-20 10:39:00;HU-UFPI;Empresa Brasileira de Serviços Hospitalares/Hospital Universitário da Universidade Federal do Piauí;Pesquisa Clínica Multicêntrica;-;True;prognóstico, qualidade de vida, Angina Pectoris;"Pacientes recém diagnosticados com angina = Pacientes apresentando angina pectoris estável (classe da Sociedade Cardiovascular Canadense I, II ou III; ou CCS classe IV, subsequentemente estabilizados";20.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Multicêntrico, prospectivo e observacional;Pesquisa clínica;Doenças do aparelho circulatório.;True;False;Hospital das Clínicas Faculdade de Medicina USP;True;Instituto Dante Pazzanese de Cardiologia - SP, Hospital de Messejana Dr. Carlos Alberto Studart Gomes;Público nacional;Hospital das Clínicas da Faculdade de Medicina da USP;0.0;400.0;0.0;400.0;2022-01-03;2025-01-03;True;2022-01-03;2023-02-01;Ambulatorio de Cardiologia do Hospital Universitario da Universidade Federal do Piaui;True
5660.0;ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA;Em ajuste pelo pesquisador;2022-11-16 15:38:00;2022-11-21 10:11:00;HU-UFPI;Universidade Federal de Minas Gerais;Pesquisa Acadêmica;Doutorado;True;Autonomic Nervous System Diseases, Cardiotoxicity, Breast Neoplasms;Mulheres com câncer de mama;22.0;Tese;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Coorte;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;True;Universidade Federal do PiauÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â­, Hospital UniversitÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â¡rio da Universidade Federal do PiauÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â­;Público nacional;Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG;2750.0;9414.14;122388.0;134552.14;2021-09-30;2025-01-09;True;2023-03-27;2024-10-31;Setor de imagem/ Cardiologia;
5747.0;ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA;Em cadastramento;2022-11-21 18:59:00;2022-11-21 21:15:00;HU-UFPI;Universidade Federal de Minas Gerais;Pesquisa Acadêmica;Doutorado;True;Autonomic Nervous System Diseases, Cardiotoxicity, Breast Neoplasms;Mulheres com câncer de mama;22.0;Tese;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Coorte;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;True;Universidade Federal do PiauÃƒÂƒÃ‚Â­;Público nacional;Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG;2750.0;9414.14;122388.0;134552.14;2021-09-30;2025-01-09;True;2023-03-27;2024-10-31;Setor de imagem/ Cardiologia;
5833.0;Impacto da implementação de protocolo nutricional que mimetiza o jejum no paciente com câncer de mama atendido pelo SUS: uma proposta sobre a redução dos efeitos colaterais, qualidade de vida, progressão, metástase e sensibilização tumoral.;Em ajuste para autorização do setor responsável;2022-11-28 16:49:00;2025-09-16 18:51:00;HU-UFPI;Universidade Federal do Piauí - UFPI;Pesquisa Acadêmica;Doutorado;True;Dieta que mimetiza jejum, Câncer de mama, Tratamento neoadjuvante;Mulheres com câncer de mama estadiamento I, II ou III indicada para tratamento neoadjuvante;100.0;Tese, Resumo publicado em Anais, Relatório final do projeto, Pós-doutorado, Dissertação, Capítulo de livro, Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Ensaio Clínico;Experimental/Clínico;Neoplasmas (tumores).;False;;-;True;ONCOBEM, ONCOCENTER;Público nacional;FAPEPI;0.0;50000.0;18969.56;68969.56;2020-07-07;2028-12-29;True;2022-05-12;2028-10-31;UNACOM;
5845.0;ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA;Projeto aprovado;2022-11-29 10:02:00;2023-05-19 10:46:00;HU-UFPI;Universidade Federal de Minas Gerais;Pesquisa Acadêmica;Doutorado;True;Breast Neoplasms, Cardiotoxicity, Autonomic Nervous System Diseases;Mulheres com câncer de mama;22.0;Artigo, Relatório final do projeto, Resumo publicado em Anais, Tese;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Coorte;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;True;Universidade Federal do PiauÃ­;Privado nacional;Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG;2750.0;9414.34;122388.0;134552.34;2023-06-03;2025-01-09;True;2023-03-27;2024-10-31;Setor de Imagem / Cardiologia;True
9215.0;Mega Ensaio Clínico Randomizado incorporado a Registro para comparar alvos de oxigenação conservadora versus liberal (Mega-ROX);Aguardando aprovação do CEP;2023-07-07 10:13:00;2023-08-14 08:40:00;HU-UFPI;Conselho de Pesquisa em Saúde da Nova Zelândia;Desenvolvimento tecnológico;-;True;ventilação mecânica, unidade de terapia intensiva, Oxigenoterapia;Pacientes ≥18 anos que necessitam de ventilação mecânica invasiva na UTI após uma internação de emergência (não planejada) na UTI OU aqueles que iniciam ventilação mecânica na UTI (ou seja, intubado;20.0;Artigo, Protocolo assistencial;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Caso-controle;Experimental/Clínico;Doenças do aparelho respiratório.;True;False;Hospital do Coração - Associação Beneficente Síria;True;Centro de Pesq em Terapia Intensiva da AustrÃƒÂƒÃ‚Â¡lia e Nova Zela, Health Research Board, Irish Critical Care-Clinical Trials, Centro Internacional de Pesquisa MÃƒÂƒÃ‚Â©dica Rei Abdullah;Privado internacional;Health Research Council of NZ;0.0;160.0;0.0;160.0;2023-07-07;2025-10-31;True;2023-01-10;2025-03-31;Unidade de terapia Intensiva;
9265.0;Programa Stewardship de Antimicrobianos: Formação, implementação e ênfase em estratégias de ajuste de dose em instituições de saúde de Teresina.;Em ajuste para autorização do setor responsável;2023-11-07 17:45:00;2023-10-23 10:24:00;HU-UFPI;Universidade Federal do Piauí;Desenvolvimento tecnológico;-;False;Antibiótico, Programa Stewardship de Antibióticos, Ajuste de dose de medicamentos;"Fase 1: residentes e equipe multiprofissional da Saúde; Fase 2: pacientes internados e assistidos em Unidades de Terapia Intensina";5.1;Guidelines, Protocolo assistencial, Registro de Software, Relatório final do projeto;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Coorte;Desenvolvimento/Avaliação;Algumas doenças infecciosas e parasitárias.;False;;-;True;Hospital SÃƒÂ£o Marcos;Público nacional;Fundação de Amparo à Pesquisa do Estado do Piauí;9600.0;10000.0;10000.0;29600.0;2023-01-09;2025-08-31;False;;;-;False
21463.0;SPY123-201 - Estudo de Plataforma de Fase 2 para Avaliar a Eficácia e a Segurança de Anticorpos de Ação Prolongada, como Agentes Isolados e em Combinação, para Colite Ulcerativa com Atividade Moderada a Grave;Aguardando aprovação do CEP;2025-08-20 17:41:00;2025-12-09 12:51:00;HU-UFPI;Spyre Therapeutics;projdesenvcienttec;-;True;tratamento de indução IV (no ITP), eficácia e segurança de múltiplas intervenções, colite ulcerativa moderada a grave;Adultos com UC ativa moderada a grave atendidos no HU-UFPI;10.0;Patente;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Coorte;Experimental/Clínico;Doenças do aparelho digestivo.;True;;-;False;;Privado internacional;Takeda;100000.0;15000.0;5601.56;120601.56;2025-01-09;2027-12-31;True;2026-02-01;2027-12-30;Ambulat?rio/CPC;
21278.0;Tratamento cirúrgico de anquilose bilateral de ATM com artroplastia interposicional associada a osteotomia vertical com deslizamento superior de ramo;Aguardando aprovação do CEP;2025-06-08 15:39:00;2025-12-09 12:35:00;HU-UFPI;Hospital Universitário da UFPI;Relato de Caso;-;True;Transtornos da Articulação Temporomandibular, Articulação Temporomandibular, Anquilose;População acometida com anquilose de ATM;1.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Estudo de caso;Relato de Caso;Doenças do aparelho digestivo.;False;;-;False;;Próprio pesquisador;Ministério da Educação;3654.0;0.0;0.0;3654.0;2025-06-08;2025-10-31;True;2025-01-09;2025-09-30;unidade de oftalmologia, otorrinolaringologia e cirurgia bucomaxilofacial, setor 14;
21795.0;Treinamento de Força e Morte Celular em Pacientes com Câncer Colorretal: apoptose, necrose e ferroptose;Em cadastramento;2025-10-09 08:42:00;2025-10-09 08:49:00;HU-UFPI;Universidade Federal do Piauí;projdesenvinst;-;True;câncer colorretal, ferroptose, necrose, microambiente tumoral, treinamento de força;pacientes de ambos os sexos, com diagnóstico histologicamente confirmado de câncer colorretal,;30.0;Capítulo de livro, Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;longitudinal;Experimental/Clínico;Doenças do aparelho digestivo.;False;;-;True;UNIVERSIDADE FEDERAL DO PIAUÃ;Próprio pesquisador;;3100.0;101330.5;200000.0;304430.5;2025-10-31;2026-12-30;True;2025-10-31;2026-12-30;AMBULAT?RIO;
20840.0;Desenvolvimento de Agente Inteligente Conversacional Personalizado para Atendimento Informativo e Orientação de Pacientes via WhatsApp no Hospital Universitário da Universidade Federal do Piauí;Projeto aprovado;2025-06-07 21:27:00;2025-09-09 19:25:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO DA UFPI;Desenvolvimento tecnológico;-;False;Informação Hospitalar, RAG, LLM, Inteligência Artificial em Saúde, Agente Inteligente;Usuários do Hospital e Profissionais da Assistência;200.0;Registro de Software, Registro de Propriedade Intelectual, Artigo;Especialização;Primário;Ciências Exatas e da Terra;Quanti-qualitativa;Pesquisa Aplicada;Desenvolvimento/Avaliação;Códigos para propósitos especiais;False;;-;False;;Público nacional;EBSERH;700.0;0.0;9000.0;9700.0;2025-01-09;2026-08-31;False;;;-;False
21678.0;MEDSYSTEM: SOLUÇÃO DIGITAL PARA GERENCIAMENTO DE FICHAS CLÍNICAS EM TRATAMENTOS DE FOTOTERAPIA PARA VITILIGO;Aguardando aprovação do CEP;2025-02-09 09:19:00;2025-09-09 18:34:00;HU-UFPI;HU-UFPI;Desenvolvimento tecnológico;-;True;Informática em saúde, Fototerapia, Vitiligo, Gestão de dados clínicos, Padronização;Pessoas que tem Vitiligo;30.0;TCC graduação, Patente, Artigo;Mestrado Profissional;Secundário;Ciências da Saúde;Quanti-qualitativa;Digitalização de prontuário;Desenvolvimento/Avaliação;Doenças da pele e do tecido subcutâneo.;False;;-;False;;Público nacional;Próprio;0.0;6850.0;0.0;6850.0;2025-01-07;2026-01-07;True;2025-01-12;2026-01-01;Ambulat?rio de Dermatologia do Hospital Universit?rio do Piau? (HU-UFPI);
20024.0;GERIATRIA DIGITAL - CONSTRUÇÃO E VALIDAÇÃO DE TECNOLOGIAS PARA CONDUTAS EM LINHA DE CUIDADO EM GERIATRIA DE PACIENTES DO HOSPITAL UNIVERSITÁRIO - UFPI;Em ajuste pelo pesquisador;2025-12-06 21:55:00;2025-08-09 17:22:00;HU-UFPI;HU_UFPI Hospital Universitário da Universidade Federal do Piaui;Desenvolvimento tecnológico;-;False;Tomada de Decisão, Tecnologia em Saúde, Geriatria;Servico de Geriatria e Residencia Medica HU UFPI;210.0;Resumo publicado em Anais, Relatório final do projeto, Registro de Software, Protocolo assistencial, Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Desenvolvimento e Validaçao Tecnologica em Saude;Desenvolvimento/Avaliação;-;False;;-;False;;Público nacional;EBSERH;700.0;0.0;0.0;700.0;2025-01-09;2026-08-31;False;;;-;False
19735.0;Desenvolvimento de Aplicativo Institucional para Gestão Integrada da Conformidade com a NR32 em Hospitais da Rede EBSERH;Aguardando aprovação do CEP;2025-10-06 11:38:00;2025-04-09 17:57:00;HU-UFPI;Universidade Federal do Piauí;Desenvolvimento tecnológico;-;True;NR32, aplicativo, inspeção, biossegurança;Trabalhadores Hospitalares;1.5;Patente, Artigo;Ensino Profissional de nível técnico;Primário;Engenharias;Quanti-qualitativa;Transversal;Desenvolvimento/Avaliação;-;False;;-;False;;Público nacional;Empresa Brasileira de Serviços Hospitalares (Ebserh);8400.0;0.0;0.0;8400.0;2025-01-09;2026-08-30;True;2025-01-11;2025-12-31;Unidade de Sa?de Ocupacional e Seguran?a do Trabalho;False
10729.0;Governança corporativa em empresas públicas: análise da institucionalização;Projeto aprovado;2023-10-11 17:29:00;2025-04-09 15:32:00;HU-UFPI;UNIVERSIDADE FEDERAL DO RIO GRANDE-FURG;Pesquisa Acadêmica;Mestrado;True;Governança Corporativa, Governança pública, Institucionalização, Confiança organizacional, Cidadania Organizacional;Gestores inseridos na estrutura da EBSERH, nos 40 HUF geridos pela EBSERH, onde há cerca de 2840 cargos com atribuições de gestão (cargos em comissão e funções gratificadas).;338.0;Dissertação;Graduação;Primário;Ciências Sociais Aplicadas;Quantitativa;Transversal;Exploratório e descritivo;-;True;True;-;True;Todos os HUF geridos pela EBSERH que deem o aceite;Próprio pesquisador;;0.0;650.0;0.0;650.0;2023-01-08;2024-04-30;True;2023-01-11;2024-01-31;?rea administrativa/Gest?o do HU por meio da aplica??o do question?rio. Observa??o: - A an?lise ?tica do projeto j? est? em andamento no CEP - FURG, bem como pelo Sistema de Ensino e Pesquisa do HU/FURG/EBSERH. - Esta submiss?o, visa dar conhecimento a esse HUF e obter a colabora??o.;True
20651.0;Medsystem: Solução digital para gerenciamento de fichas clínicas em tratamentos de fototerapia para vitiligo;Projeto inativo;2025-04-07 15:27:00;2025-03-09 11:54:00;HU-UFPI;HU-UFPI;Desenvolvimento tecnológico;-;True;Padronização, Gestão de dados clínicos, Vitiligo, Fotototerapia, Informática em saúde,;Pessoas que tem Vitiligo;30.0;TCC graduação, Registro de Software, Capítulo de livro, Artigo;Mestrado Profissional;Secundário;Ciências da Saúde;Quanti-qualitativa;Digitalização de prontuário;Desenvolvimento/Avaliação;Doenças da pele e do tecido subcutâneo.;False;;-;False;;Público nacional;Próprio;0.0;6850.0;0.0;6850.0;2025-01-07;2026-01-07;True;2025-01-12;2026-01-03;Ambulat?rio de Dermatologia do Hospital Universit?rio do Piau? (HU-UFPI);
