codigo;titulo;estado_projeto;data_solicitacao;data_ultima_atualizacao;huf;instituicao_proponente;classificacao_institucional;pesquisa_academica;envolve_seres_humanos;palavras_chave;populacao_alvo;tamanho_amostra;produtos_esperados;formacao_academica;tipo_dados;curso_area_conhecimento;abordagem_pesquisa;delineamento_estudo;tipo_estudo;cid;eh_estudo_multicentrico;eh_coordenador;instituicao_coordenadora_estudo;eh_projeto_coparticipacao;outras_instituicoes_participantes;tipo_fomento;instituicao_fomento;valor_bolsas;valor_custeio;valor_capital;valor_total_projeto;data_inicio_previsao;data_fim_previsao;previsao_coleta_dados_huf;data_inicio_coleta_previsao;data_fim_coleta_previsao;local_coleta_dados;possui_aprovacao_comite_etica
9215.0;mega ensaio clínico randomizado incorporado a registro para comparar alvos de oxigenação conservadora versus liberal (mega-rox);Aguardando aprovação do CEP;;2023-08-14 08:40:00;HU-UFPI;Conselho de Pesquisa em Saúde da Nova Zelândia;Desenvolvimento tecnológico;-;True;ventilação mecânica, unidade de terapia intensiva, Oxigenoterapia;Pacientes ≥18 anos que necessitam de ventilação mecânica invasiva na UTI após uma internação de emergência (não planejada) na UTI OU aqueles que iniciam ventilação mecânica na UTI (ou seja, intubado;20.0;Artigo, Protocolo assistencial;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Caso-controle;Experimental/Clínico;Doenças do aparelho respiratório.;True;False;Hospital do Coração - Associação Beneficente Síria;True;Centro de Pesq em Terapia Intensiva da AustrÃƒÂƒÃ‚Â¡lia e Nova Zela, Health Research Board, Irish Critical Care-Clinical Trials, Centro Internacional de Pesquisa MÃƒÂƒÃ‚Â©dica Rei Abdullah;Privado internacional;Health Research Council of NZ;0.0;160.0;0.0;160.0;2023-07-07;2025-10-31;True;2023-01-10;2025-03-31;Unidade de terapia Intensiva;
4801.0;avaliação da qualidade de vida e prognóstico dos pacientes com angina pectoris tratados de acordo com as orientações de cardiologistas ambulatoriais da a.r.c.a. (associações regionais de cardiologistas ambulatoriais) um registro multicêntrico, prospectivo e observacional.;Projeto aprovado;;2022-12-20 10:39:00;HU-UFPI;Empresa Brasileira de Serviços Hospitalares/Hospital Universitário da Universidade Federal do Piauí;Pesquisa Clínica Multicêntrica;-;True;prognóstico, qualidade de vida, Angina Pectoris;"Pacientes recém diagnosticados com angina = Pacientes apresentando angina pectoris estável (classe da Sociedade Cardiovascular Canadense I, II ou III; ou CCS classe IV, subsequentemente estabilizados";20.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Multicêntrico, prospectivo e observacional;Pesquisa clínica;Doenças do aparelho circulatório.;True;False;Hospital das Clínicas Faculdade de Medicina USP;True;Instituto Dante Pazzanese de Cardiologia - SP, Hospital de Messejana Dr. Carlos Alberto Studart Gomes;Público nacional;Hospital das Clínicas da Faculdade de Medicina da USP;0.0;400.0;0.0;400.0;2022-01-03;2025-01-03;True;2022-01-03;2023-02-01;Ambulatorio de Cardiologia do Hospital Universitario da Universidade Federal do Piaui;True
10444.0;programa stewardship de antimicrobianos: formação, implementação e ênfase em estratégias de ajuste de dose em instituições de saúde de teresina.;Em ajuste para autorização do setor responsável;;2024-12-07 10:20:00;HU-UFPI;Universidade Federal do Piauí;Projeto de Extensão;-;False;Antibióticos, Programa Stewardship de Antimicrobianos, Resistência bacteriada, Ajuste de dose de medicamentos;"Fase 1: residentes e equipe multiprofissional da Saúde; Fase 2: pacientes internados e assistidos em Unidades de Terapia Intensina";5.1;Artigo, Guidelines, Protocolo assistencial, Relatório final do projeto, Resumo publicado em Anais;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Coorte;Desenvolvimento/Avaliação;Algumas doenças infecciosas e parasitárias.;False;;-;True;Hospital SÃƒÂƒÃ‚Â£o Marcos;Público nacional;Fundação de Amparo a Pesquisa do Estado do Piauí;;;;;2023-11-30;2024-10-31;True;2023-01-12;2024-10-31;Receitu?rio dos pacientes internados nas Unidades de Tratamento Intensivo.;False
5747.0;estudo de preditores precoces de cardiotoxicidade decorrente do tratamento do câncer de mama;Em cadastramento;;2022-11-21 21:15:00;HU-UFPI;Universidade Federal de Minas Gerais;Pesquisa Acadêmica;Doutorado;True;Autonomic Nervous System Diseases, Cardiotoxicity, Breast Neoplasms;Mulheres com câncer de mama;22.0;Tese;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Coorte;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;True;Universidade Federal do PiauÃƒÂƒÃ‚Â­;Público nacional;Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG;;;;;2021-09-30;2025-01-09;True;2023-03-27;2024-10-31;Setor de imagem/ Cardiologia;
4169.0;estudo multicêntrico epidemiológico - registro de pacientes com doença de crohn e retocolite ulcerativa no brasil;Projeto aprovado;;2022-08-23 07:51:00;HU-UFPI;GEDIIB;Desenvolvimento tecnológico;-;True;Doença inflamatória intestinal, Doença de Crohn, Retocolite ulcerativa, Epidemiologia;Pacientes com doenças inflamatórias intestinais;20.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Doenças do aparelho digestivo.;True;False;GEDIIB;True;GEDIIB;Privado nacional;GEDIIB;0.0;0.0;0.0;;2022-10-31;2024-12-31;True;2022-10-31;2024-07-31;SETOR DE REGULA??O - PRONTU?RIOS UNIDADE DE GASTROENTEROLOGIA;True
5660.0;estudo de preditores precoces de cardiotoxicidade decorrente do tratamento do câncer de mama;Em ajuste pelo pesquisador;;2022-11-21 10:11:00;HU-UFPI;Universidade Federal de Minas Gerais;Pesquisa Acadêmica;Doutorado;True;Autonomic Nervous System Diseases, Cardiotoxicity, Breast Neoplasms;Mulheres com câncer de mama;22.0;Tese;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Coorte;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;True;Universidade Federal do PiauÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â­, Hospital UniversitÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â¡rio da Universidade Federal do PiauÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â­;Público nacional;Fundação de Amparo à Pesquisa do Estado de Minas Gerais - FAPEMIG;;;;;2021-09-30;2025-01-09;True;2023-03-27;2024-10-31;Setor de imagem/ Cardiologia;
4559.0;desfechos de pacientes com estomia submetidos a reconstrução de trânsito intestinal;Projeto aprovado;;2023-03-02 10:53:00;HU-UFPI;Universidade Estadual do Piauí;Pesquisa Acadêmica;TCC de Especialização;True;Ostomia, Enteroanastomose, Enfermagem, Estomias, Estomaterapia.;Pacientes que realizaram reconstrução de transito intestinal;100.0;Artigo, Protocolo assistencial, Resumo publicado em Anais;Mestrado Profissional;Secundário;Ciências da Saúde;Quanti-qualitativa;Transversal;Observacional/Epidemiológico;Doenças do aparelho digestivo.;True;True;-;True;UESPI- EspecializaÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â§ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â£o em Estomaterapia;Público nacional;não se aplica;0.0;400.0;126.6;526.6;2022-01-11;2023-04-30;True;2022-01-11;2023-03-31;TAB NET;True
5556.0;características clínicas, coinfecção e desfecho de pacientes com a covid-19;Aguardando aprovação do CEP;;2023-03-01 16:53:00;HU-UFPI;UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;Doutorado;True;Infecção Hospitalar, Infecções por Coronavírus, COVID-19;Pacientes adultos atendidos com diagnóstico de covid-19;300.0;Artigo;Mestrado Profissional;Secundário;Ciências da Saúde;Quantitativa;Caso-controle;Observacional/Epidemiológico;Algumas doenças infecciosas e parasitárias.;False;;-;True;Hospital UniversitÃƒÂ¡rio da UFPI;Público nacional;CNPq;;;;;2021-01-11;2023-09-29;True;2023-03-04;2023-05-31;Os dados ser?o coletados dos prontu?rios eletr?nicos dos pacientes diagnosticados com COVID-19, presentes no sistema do Hospital Universit?rio. A coleta ser? realizada por meio de um formul?rio.;
19896.0;construção e validação de aplicativo para auxílio à prevenção de infecção por cateter vascular;Aguardando aprovação do CEP;;2025-08-22 17:56:00;HU-UFPI;Universidade Federal do Piauí- UFPI;Pesquisa Acadêmica;Mestrado;True;Promoção da Saúde, Infecção Hospitalar, Enfermagem;Membros da Comissão de Controle de Infecção Hospitalar;30.0;Dissertação, Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Transversal;Desenvolvimento/Avaliação;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Próprio pesquisador;FAPEPI;0.0;;0.0;;2025-01-06;2026-11-30;True;2025-09-15;2025-11-30;Servi?o de Arquivo M?dico e Estatistico (SAME) e Comiss?o de Controle de Infec??o Hospitalar (CCIH). Unidade de Terapia Intensiva.;
19882.0;avaliação de marcadores imuno-histoquímicos em câncer de mama: comparação entre ferramenta de inteligência artificial, laudo patológico e expert em patologia mamária.;Aguardando aprovação do CEP;;2025-07-22 11:44:00;HU-UFPI;Universidade Federal do Piauí;Pesquisa Acadêmica;Iniciação Científica;True;inteligência artificial, imuno-histoquímica, patologia digital, Neoplasias da mama, Variação entre observadores;Pacientes com diagnóstico de câncer de mama atendidas no HU-UFPI, cujos casos foram registrados no setor de Anatomia Patológica e submetidos a análise imuno-histoquímica entre Janeiro e Junho de 2025.;40.0;Artigo, Relatório final do projeto, Resumo publicado em Anais;Mestrado Profissional;Secundário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;False;;Público nacional;Empresa Brasileira de Serviços Hospitalares (EBSERH) — Programa de Iniciação Científica (PIC);;0.0;0.0;;2025-01-09;2026-08-30;True;2025-01-09;2025-12-31;Setor de Anatomia Patologica do HU-UFPI.;
2652.0;alterações cardiovasculares em pacientes com câncer de mama submetidos a tratamento com antracíclicos ou trastuzumabe em hospital terciário de teresina-pi;Projeto aprovado;;2022-07-19 14:47:00;HU-UFPI;Hospital Universitário da Universidade Federal do Piauí;Pesquisa Acadêmica;TCC de Graduação;True;cancer de mama, cardiotoxicidade, antracíclicos;Pacientes com diagnóstico de câncer de mama;148.0;Artigo, Relatório final do projeto, Resumo publicado em Anais, TCC graduação, TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Coorte;Observacional/Epidemiológico;Doenças do aparelho circulatório.;False;;-;False;;Público nacional;CNPq;;470.0;0.0;;2022-01-02;2023-07-31;True;2022-01-10;2023-03-31;Unidade Cl?nica de Oncologia;True
13425.0;serviço social e atuação interprofissional: reflexões de uma equipe multiprofissional no contexto da unidade de terapia intensiva (uti) em um hospital universitário;Em cadastramento;;2024-06-21 18:51:00;HU-UFPI;Hospital Universitário da Universidade Federal do Piauí (HU-UFPI);Pesquisa Acadêmica;Residência;True;Serviço Social, Unidade de Terapia Intensiva, Equipe de Assistência Multidisciplinar, Educação Interprofissional;Profissionais da Unidade de Terapia Intensiva do HU-UFPI;11.0;TCC residência;Graduação;Primário;Ciências Sociais Aplicadas;Qualitativa;caráter descritivo-exploratório;Ciências Sociais e Humanas e Aplicadas em Saúde;-;False;;-;False;;Público nacional;Hospital Universitário da Universidade Federal do Piauí (HU-UFPI);0.0;282.0;;;2024-10-01;2025-02-28;True;2024-02-09;2024-11-30;Unidade de Terapia Intensiva - UTI Adulto;
2935.0;associação entre o tempo de jejum perioperatório, ocorrência de complicações e tempo de internação hospitalar em pacientes oncológicos.;Projeto aprovado;;2024-01-31 08:40:00;HU-UFPI;Universidade Federal do Piauí;Pesquisa Acadêmica;Iniciação Científica;True;resistência à insulina, período perioperatório, jejum;Indivíduos com câncer não gastrointestinal submetidos a cirurgias eletivas pelo SUS;160.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;False;;Público nacional;Empresa Brasileira de Serviços Hospitalares - EBSERH;;0.0;0.0;;2023-01-01;2023-12-31;True;2023-02-01;2023-09-30;-;True
2643.0;acesso à reabilitação após acidente vascular cerebral no brasil: estudo multicêntrico, retrospectivo;Aguardando aprovação do CEP;;2022-07-22 10:52:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;Iniciação Científica;True;NEUROLOGIA, NEUROVASCULAR, REABILITAÇÃO, AVC;PACIENTES COM ACIDENTE VASCULAR CEREBRAL;36.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Transversal;Observacional/Epidemiológico;Doenças do sistema nervoso.;True;False;"UNIVERSIDADE DE SÃO PAULO; HOSPITAL EINSTEIN";True;HOSPITAL EINSTEIN, USP - UNIVERSIDADE DE SÃƒO PAULO;Próprio pesquisador;;0.0;900.0;0.0;900.0;2022-01-05;2023-04-30;True;2022-01-06;2022-12-27;-;True
2639.0;neoplasias malignas da região oral e maxilofacial de pacientes atendidos no hospital universitário da universidade federal do piauí;Projeto aprovado;;2023-01-03 08:14:00;HU-UFPI;Universidade Federal do Piauí;Pesquisa Acadêmica;Iniciação Científica;True;Neoplasias bucais, Câncer, Cirurgia;A população constará dos prontuários eletrônicos, de todos os pacientes atendidos pelo Serviço de cabeça e pescoço do HU, no período determinado.;800.0;Artigo, Relatório final do projeto, Resumo publicado em Anais, TCC graduação;Mestrado Profissional;Secundário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;False;;Público nacional;CNPQ;;355.4;0.0;;2022-01-08;2023-01-08;True;2022-08-15;2023-02-27;Unidade de Alta Complexidade em Oncologia (Unacon) do Hospital Universit?rio da Universidade Federal do Piau? (HU-UFPI)/ Setor de Oncologia/Ambulat?rio Cabe?a e Pesco?o.;True
2958.0;estudo clínico-epidemiológico de fibromialgia no ambulatório de reumatologia de um hospital universitário no piauí;Aguardando aprovação do CEP;;2022-05-18 09:26:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO DA UFPI;Pesquisa Acadêmica;Residência;True;fibromialgia, perfil de saude, epidemiologia;Pacientes com diagnóstico definido de fibromialgia;120.0;TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Público nacional;HOSPITAL UNIVERSITÁRIO DA UFPI;0.0;0.0;592.5;592.5;2022-11-04;2023-02-28;True;2022-01-06;2022-07-31;-;
14565.0;associação do uso de inibidores do sistema renina-angiotensina-aldosterona e inibidores do co-transportador sodio glicose no desenvolvimento de injuria renal aguda em pacientes nefropatas submetidos a coronariografia e angioplastia de coronárias: um estudo prospectivo;Em ajuste para autorização do setor responsável;;2024-09-19 08:27:00;HU-UFPI;HU-UFPI;Pesquisa Acadêmica;Iniciação Científica;True;injuria renal aguda, Meio de contraste iodado, Inibidores do Sistema Renina-Angiotensina, Inibidores da Enzima Conversora de Angiotensina, Inibidores de SGLT2;Pacientes nefropatas submetidos a angiografia e angioplastia de coronárias;150.0;Artigo, Relatório final do projeto;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Coorte;Observacional/Epidemiológico;Doenças do aparelho geniturinário.;False;;-;False;;Público nacional;EBSERH/CNPq;;200.0;;;2024-01-07;2025-08-31;True;2024-01-11;2025-03-31;Hemodin?mica;
20484.0;prevalência de arritmias e alterações eletrocardiográficas em pacientes com doença renal crônica dialítica;Aguardando aprovação do CEP;;2025-08-18 18:23:00;HU-UFPI;Universidade Federal do Piauí;Pesquisa Acadêmica;Iniciação Científica;True;Eletrofisiologia, Arritmias Cardíacas, Doença Renal Crônica, Diálise;Pacientes com Doença Renal Crônica em terapia de substituição renal;350.0;Artigo, Relatório final do projeto, Resumo publicado em Anais, TCC graduação;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Coorte;Observacional/Epidemiológico;Doenças do aparelho circulatório.;False;;-;True;Nefrocenter, Centro de Terapia Renal;Próprio pesquisador;;0.0;;0.0;;2025-01-05;2026-07-31;True;2025-01-09;2026-03-31;Setor de Cuidados Especializados Unidade de Cl?nica M?dica Unidade do Sistema Cardiovascular;
2622.0;estudo clínico-epidemiológico de fibromialgia no ambulatório de reumatologia de um hospital universitário no piauí;Projeto inativo;;2022-05-04 15:22:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO DA UFPI;Pesquisa Acadêmica;Residência;True;fibromialgia, perfil de saúde, epidemiologia;Pacientes com diagnóstico definido de fibromialgia;120.0;TCC residência;Mestrado Profissional;Secundário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;-;False;;-;False;;Público nacional;HOSPITAL UNIVERSITÁRIO DA UFPI;0.0;0.0;592.5;592.5;2022-03-01;2023-02-28;True;2022-01-06;2022-07-31;-;
7700.0;avaliação de um protocolo de suplementação com vitamina e para pacientes com c ncer de mama em tratamento quimioterápico no sus: impactos, eficiência e aplicabilidade;Em ajuste pelo pesquisador;;2023-10-04 15:50:00;HU-UFPI;HU-UFPI/EBSERH;Pesquisa Acadêmica;Iniciação Científica;True;Quimioterapia, Suplementação vitamínica, Câncer de mama;mulheres maiores de 18 anos, com câncer de mama confirmado histologicamente (luminal A ou B), que não tenham iniciado a quimioterapia;25.0;Artigo, Dissertação, Resumo publicado em Anais, TCC graduação, Tese;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Experimental pareado, simples-cego.;Desenvolvimento/Avaliação;Neoplasmas (tumores).;False;;-;False;;Público nacional;FAPEPI;700.0;;;;2023-02-04;2024-01-05;False;;;-;
